2018-11-23 15:45:34.408 [main] INFO  o.s.c.a.AnnotationConfigApplicationContext -Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@63fdab07: startup date [Fri Nov 23 15:45:34 CST 2018]; root of context hierarchy
2018-11-23 15:45:34.784 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor -JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-11-23 15:45:34.924 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker -Bean 'org.springframework.retry.annotation.RetryConfiguration' of type [org.springframework.retry.annotation.RetryConfiguration$$EnhancerBySpringCGLIB$$f9f2605] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-11-23 15:45:34.944 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker -Bean 'configurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$35f590dd] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-11-23 15:45:36.072 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration -Located property source: CompositePropertySource {name='consul', propertySources=[ConsulPropertySource {name='config/qht-api/'}, ConsulPropertySource {name='config/application/'}]}
2018-11-23 15:45:36.104 [main] INFO  com.qht.APIBootstrap -No active profile set, falling back to default profiles: default
2018-11-23 15:45:36.134 [main] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext -Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@44b29496: startup date [Fri Nov 23 15:45:36 CST 2018]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@63fdab07
2018-11-23 15:45:37.312 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory -Overriding bean definition for bean 'getGlobalExceptionHandler' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=authConfiguration; factoryMethodName=getGlobalExceptionHandler; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/qht/auth/configuration/AuthConfiguration.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=apiConfig; factoryMethodName=getGlobalExceptionHandler; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/qht/config/WebConfiguration.class]]
2018-11-23 15:45:37.375 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory -Overriding bean definition for bean 'websocketContainerCustomizer' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration$UndertowWebSocketConfiguration; factoryMethodName=websocketContainerCustomizer; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/websocket/servlet/WebSocketServletAutoConfiguration$UndertowWebSocketConfiguration.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration$TomcatWebSocketConfiguration; factoryMethodName=websocketContainerCustomizer; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/websocket/servlet/WebSocketServletAutoConfiguration$TomcatWebSocketConfiguration.class]]
2018-11-23 15:45:37.452 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory -Overriding bean definition for bean 'requestMappingHandlerMapping' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=requestMappingHandlerConfig; factoryMethodName=requestMappingHandlerMapping; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/qht/config/RequestMappingHandlerConfig.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=true; factoryBeanName=org.springframework.boot.autoconfigure.web.servlet.WebMvcAutoConfiguration$EnableWebMvcConfiguration; factoryMethodName=requestMappingHandlerMapping; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/web/servlet/WebMvcAutoConfiguration$EnableWebMvcConfiguration.class]]
2018-11-23 15:45:37.906 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Multiple Spring Data modules found, entering strict repository configuration mode!
2018-11-23 15:45:38.013 [main] INFO  o.s.i.config.IntegrationRegistrar -No bean named 'integrationHeaderChannelRegistry' has been explicitly defined. Therefore, a default DefaultHeaderChannelRegistry will be created.
2018-11-23 15:45:38.064 [main] INFO  o.s.c.a.ConfigurationClassBeanDefinitionReader -Skipping bean definition for [BeanMethod:name=configurableCompositeMessageConverter,declaringClass=org.springframework.cloud.stream.config.ContentTypeConfiguration]: a definition for bean 'integrationArgumentResolverMessageConverter' already exists. This top-level bean definition is considered as an override.
2018-11-23 15:45:38.737 [main] INFO  o.s.cloud.context.scope.GenericScope -BeanFactory id=3fd98fd6-20ff-3cd7-8b79-c366b96cf90e
2018-11-23 15:45:38.775 [main] INFO  o.s.i.c.DefaultConfiguringBeanFactoryPostProcessor -No bean named 'errorChannel' has been explicitly defined. Therefore, a default PublishSubscribeChannel will be created.
2018-11-23 15:45:38.777 [main] INFO  o.s.i.c.DefaultConfiguringBeanFactoryPostProcessor -No bean named 'taskScheduler' has been explicitly defined. Therefore, a default ThreadPoolTaskScheduler will be created.
2018-11-23 15:45:38.789 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor -JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
